cutoff,endpoint,positive_trajectory,negative_trajectory,positive_role_score,negative_role_score,positive_node_popularity,negative_node_popularity,role_agnostic_win,typed_structure_win,nested_structure_plus_evidence_win
2018,validated_closure,Cu/Ni -> tactile sensor -> resistance/conductivity change -> robotics/tactile,liquid metal -> strain sensor -> resistance/conductivity change -> wireless/IoT,0.8607490057,0.8761599646,0.7397260274,0.7398365002,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> resistance/conductivity change -> robotics/tactile,graphene/rGO -> gas/chemical sensor -> chemical signal -> wearable/flexible electronics,0.8607490057,0.8551701281,0.7397260274,0.7295625276,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> resistance/conductivity change -> robotics/tactile,Au -> pressure sensor -> capacitance change -> robotics/tactile,0.8607490057,0.8501436147,0.7397260274,0.7451391958,1.0,0.0,0.0
2018,validated_closure,Cu/Ni -> tactile sensor -> voltage output -> HMI,ionogel/ionic liquid -> strain sensor -> temperature/thermal signal -> health monitoring,0.6161621741,0.6061643836,0.4576889085,0.4608926204,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> voltage output -> HMI,textile/yarn/fabric -> biosensor/electrochemical -> performance metric -> wearable/flexible electronics,0.6161621741,0.6037892179,0.4576889085,0.4600640742,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> voltage output -> HMI,Ag/AgNW -> temperature sensor -> current signal -> sweat/biomarker monitoring,0.6161621741,0.6219067609,0.4576889085,0.4676314627,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> voltage output -> HMI,PVDF -> temperature sensor -> voltage output -> wireless/IoT,0.6161621741,0.6037892179,0.4576889085,0.4618868758,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> tactile sensor -> voltage output -> HMI,PEDOT:PSS -> biosensor/electrochemical -> current signal -> environmental monitoring,0.6161621741,0.6327883341,0.4576889085,0.4587384004,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> HMI,textile/yarn/fabric -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,0.7687251436,0.7653004861,0.4334401237,0.4370304905,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> HMI,Au -> temperature sensor -> temperature/thermal signal -> environmental monitoring,0.7687251436,0.7776182059,0.4334401237,0.4337163058,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> HMI,CNT -> biosensor/electrochemical -> chemical signal -> wearable/flexible electronics,0.7687251436,0.7739726027,0.4334401237,0.4380247459,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> HMI,ionogel/ionic liquid -> capacitive sensor -> capacitance change -> wearable/flexible electronics,0.7687251436,0.7573464428,0.4334401237,0.446089262,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> HMI,graphene/rGO -> fiber sensor -> optical/fluorescence -> environmental monitoring,0.7687251436,0.7653004861,0.4334401237,0.4115112682,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> wireless/IoT,silicone/elastomer -> tactile sensor -> capacitance change -> wearable/flexible electronics,0.8717410517,0.8696973045,0.5818051259,0.5871630579,1.0,0.0,0.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> wireless/IoT,MXene -> resistive sensor -> resistance/conductivity change -> motion monitoring,0.8717410517,0.8832302254,0.5818051259,0.571752099,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> wireless/IoT,polymer/elastomer -> electrode -> physiological signal -> wireless/IoT,0.8717410517,0.850585506,0.5818051259,0.5831307998,1.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> wireless/IoT,cellulose/cotton/silk -> strain sensor -> mechanical deformation -> motion monitoring,0.8717410517,0.8889195758,0.5818051259,0.5882677861,0.0,1.0,1.0
2018,validated_closure,Cu/Ni -> triboelectric sensor -> voltage output -> wireless/IoT,PET/PI/PVA -> electrode -> voltage output -> self-powered/energy storage,0.8717410517,0.8558882015,0.5818051259,0.5693769333,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> current signal -> health monitoring,nanomaterial -> electrode -> current signal -> health monitoring,0.7064184711,0.7064184711,0.6442775077,0.6442775077,0.5,0.5,0.0
2018,validated_closure,MXene -> electrode -> current signal -> health monitoring,silicone/elastomer -> wearable/e-skin -> resistance/conductivity change -> health monitoring,0.7064184711,0.7064184711,0.6442775077,0.6477574017,0.5,1.0,1.0
2018,validated_closure,MXene -> electrode -> current signal -> health monitoring,textile/yarn/fabric -> piezoelectric sensor -> voltage output -> portable electronics,0.7064184711,0.7084622183,0.6442775077,0.6467631463,0.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> current signal -> health monitoring,hydrogel -> temperature sensor -> current signal -> health monitoring,0.7064184711,0.7030490499,0.6442775077,0.6472050376,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> current signal -> health monitoring,PEDOT:PSS -> electrode -> current signal -> portable electronics,0.7064184711,0.7064184711,0.6442775077,0.6367653557,0.5,1.0,1.0
2018,validated_closure,MXene -> electrode -> impedance signal -> wearable/flexible electronics,liquid metal -> electrode -> impedance signal -> wearable/flexible electronics,0.7229341582,0.7229341582,0.3961555457,0.3961555457,0.5,1.0,1.0
2018,validated_closure,MXene -> electrode -> impedance signal -> wearable/flexible electronics,Cu/Ni -> capacitive sensor -> physiological signal -> wireless/IoT,0.7229341582,0.716195316,0.3961555457,0.3868758285,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> impedance signal -> wearable/flexible electronics,PEDOT:PSS -> pressure sensor -> current signal -> sweat/biomarker monitoring,0.7229341582,0.7095669465,0.3961555457,0.3932832523,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> impedance signal -> wearable/flexible electronics,Ag/AgNW -> gas/chemical sensor -> performance metric -> environmental monitoring,0.7229341582,0.7175209898,0.3961555457,0.3835616438,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> impedance signal -> wearable/flexible electronics,liquid metal -> tactile sensor -> capacitance change -> wearable/flexible electronics,0.7229341582,0.7253645603,0.3961555457,0.3800265135,0.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> physiological signal -> wearable/flexible electronics,liquid metal -> electrode -> physiological signal -> wearable/flexible electronics,0.8219730446,0.8219730446,0.6028501989,0.6028501989,0.5,1.0,1.0
2018,validated_closure,MXene -> electrode -> physiological signal -> wearable/flexible electronics,PPy/PANI -> humidity sensor -> resistance/conductivity change -> motion monitoring,0.8219730446,0.8128038003,0.6028501989,0.6016349978,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> physiological signal -> wearable/flexible electronics,textile/yarn/fabric -> resistive sensor -> optical/fluorescence -> environmental monitoring,0.8219730446,0.8186588599,0.6028501989,0.6108594786,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> physiological signal -> wearable/flexible electronics,textile/yarn/fabric -> electrode -> impedance signal -> HMI,0.8219730446,0.8190455148,0.6028501989,0.61776403,1.0,1.0,1.0
2018,validated_closure,MXene -> electrode -> physiological signal -> wearable/flexible electronics,PDMS/Ecoflex -> capacitive sensor -> capacitance change -> health monitoring,0.8219730446,0.8031926646,0.6028501989,0.6041206363,1.0,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> current signal -> health monitoring,polymer/elastomer -> gas/chemical sensor -> optical/fluorescence -> wireless/IoT,0.3314184711,0.3314184711,0.2979452055,0.2991051701,0.5,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> current signal -> health monitoring,cellulose/cotton/silk -> pressure sensor -> mechanical deformation -> wireless/IoT,0.3314184711,0.3314184711,0.2979452055,0.2963985859,0.5,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> current signal -> health monitoring,cellulose/cotton/silk -> pH sensor -> resistance/conductivity change -> wireless/IoT,0.3314184711,0.3314184711,0.2979452055,0.2962881131,0.5,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> current signal -> health monitoring,ZnO/oxide -> resistive sensor -> temperature/thermal signal -> health monitoring,0.3314184711,0.3314184711,0.2979452055,0.291979673,0.5,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> current signal -> health monitoring,Au -> tactile sensor -> optical/fluorescence -> robotics/tactile,0.3314184711,0.3314184711,0.2979452055,0.2888864339,0.5,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,liquid metal -> pressure sensor -> capacitance change -> wearable/flexible electronics,0.8460561202,0.8451723376,0.6124613345,0.6150022095,1.0,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW -> temperature sensor -> physiological signal -> wireless/IoT,0.8460561202,0.8429076447,0.6124613345,0.6186478126,1.0,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,silicone/elastomer -> triboelectric sensor -> voltage output -> wearable/flexible electronics,0.8460561202,0.8467741935,0.6124613345,0.6213543968,0.0,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric -> temperature sensor -> chemical signal -> wearable/flexible electronics,0.8460561202,0.8408086611,0.6124613345,0.626878038,1.0,1.0,1.0
2018,validated_closure,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,PEDOT:PSS -> pressure sensor -> capacitance change -> robotics/tactile,0.8460561202,0.8361688025,0.6124613345,0.6225143615,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> capacitance change -> motion monitoring,Au -> humidity sensor -> resistance/conductivity change -> environmental monitoring,0.9064295183,0.9035572249,0.7987737517,0.7956252762,1.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> capacitance change -> motion monitoring,liquid metal -> electrode -> voltage output -> wearable/flexible electronics,0.9064295183,0.9116217411,0.7987737517,0.7968404772,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> capacitance change -> motion monitoring,Au -> electrode -> impedance signal -> health monitoring,0.9064295183,0.9173110915,0.7987737517,0.7980556783,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> capacitance change -> motion monitoring,PVDF -> pressure sensor -> voltage output -> motion monitoring,0.9064295183,0.9079761379,0.7987737517,0.7795514803,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> capacitance change -> motion monitoring,Cu/Ni -> electrode -> capacitance change -> portable electronics,0.9064295183,0.9119531595,0.7987737517,0.7760715864,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,CNT -> resistive sensor -> optical/fluorescence -> wearable/flexible electronics,0.7039880689,0.7051480336,0.7073022536,0.7113345117,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,PEDOT:PSS -> pressure sensor -> current signal -> environmental monitoring,0.7039880689,0.7095669465,0.7073022536,0.709898365,0.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,liquid metal -> electrode -> voltage output -> motion monitoring,0.7039880689,0.7095669465,0.7073022536,0.7150905877,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,hydrogel -> electrode -> voltage output -> portable electronics,0.7039880689,0.7122182943,0.7073022536,0.7013919576,0.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,PDMS/Ecoflex -> temperature sensor -> voltage output -> motion monitoring,0.7039880689,0.7095669465,0.7073022536,0.7169133893,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> capacitance change -> wearable/flexible electronics,Ag/AgNW -> resistive sensor -> voltage output -> wearable/flexible electronics,0.892841361,0.8941670349,0.9280269554,0.925430844,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> capacitance change -> wearable/flexible electronics,PEDOT:PSS -> strain sensor -> current signal -> wearable/flexible electronics,0.892841361,0.8954374724,0.9280269554,0.9256517897,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> capacitance change -> wearable/flexible electronics,CNT -> pressure sensor -> resistance/conductivity change -> portable electronics,0.892841361,0.8907423774,0.9280269554,0.9238842245,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> capacitance change -> wearable/flexible electronics,CNT -> strain sensor -> frequency/wavelength signal -> wearable/flexible electronics,0.892841361,0.8951060539,0.9280269554,0.9225585506,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> capacitance change -> wearable/flexible electronics,cellulose/cotton/silk -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,0.892841361,0.8967079099,0.9280269554,0.9234423332,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> impedance signal -> wireless/IoT,cellulose/cotton/silk -> gas/chemical sensor -> voltage output -> robotics/tactile,0.168857711,0.1664273089,0.4103513036,0.4034467521,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> impedance signal -> wireless/IoT,Cu/Ni -> tactile sensor -> mechanical deformation -> environmental monitoring,0.168857711,0.1631683606,0.4103513036,0.4186920018,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> impedance signal -> wireless/IoT,Cu/Ni -> wearable/e-skin -> current signal -> environmental monitoring,0.168857711,0.1509058772,0.4103513036,0.4091913389,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> impedance signal -> wireless/IoT,cellulose/cotton/silk -> gas/chemical sensor -> capacitance change -> wireless/IoT,0.168857711,0.1509058772,0.4103513036,0.4167034909,1.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> strain sensor -> impedance signal -> wireless/IoT,Ag/AgNW -> gas/chemical sensor -> frequency/wavelength signal -> HMI,0.168857711,0.1664273089,0.4103513036,0.4354286346,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,ZnO/oxide -> biosensor/electrochemical -> voltage output -> environmental monitoring,0.5554021211,0.5554021211,0.47398365,0.4751988511,0.5,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,Au -> strain sensor -> performance metric -> environmental monitoring,0.5554021211,0.5554021211,0.47398365,0.4775740168,0.5,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,ZnO/oxide -> tactile sensor -> voltage output -> environmental monitoring,0.5554021211,0.5554021211,0.47398365,0.4864670791,0.5,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,ionogel/ionic liquid -> electrode -> temperature/thermal signal -> health monitoring,0.5554021211,0.5653446752,0.47398365,0.4709456474,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> temperature sensor -> voltage output -> robotics/tactile,liquid metal -> pressure sensor -> current signal -> motion monitoring,0.5554021211,0.5509832081,0.47398365,0.4639306231,1.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> motion monitoring,PVDF -> triboelectric sensor -> voltage output -> wearable/flexible electronics,0.9224480778,0.926093681,0.6094233319,0.6213543968,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> motion monitoring,Au -> temperature sensor -> temperature/thermal signal -> wearable/flexible electronics,0.9224480778,0.9304021211,0.6094233319,0.626878038,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> motion monitoring,graphene/rGO -> gas/chemical sensor -> current signal -> sweat/biomarker monitoring,0.9224480778,0.921674768,0.6094233319,0.6388643394,1.0,0.0,0.0
2018,validated_closure,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> motion monitoring,PPy/PANI -> resistive sensor -> resistance/conductivity change -> environmental monitoring,0.9224480778,0.9275298277,0.6094233319,0.639748122,0.0,1.0,1.0
2018,validated_closure,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> motion monitoring,CNT -> piezoelectric sensor -> voltage output -> self-powered/energy storage,0.9224480778,0.935760053,0.6094233319,0.6354396818,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> capacitance change -> wearable/flexible electronics,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> health monitoring,0.9881794079,0.9889527176,0.9507291206,0.9579650906,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> capacitance change -> wearable/flexible electronics,hydrogel -> pressure sensor -> resistance/conductivity change -> health monitoring,0.9881794079,0.986853734,0.9507291206,0.9579650906,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> capacitance change -> wearable/flexible electronics,cellulose/cotton/silk -> strain sensor -> resistance/conductivity change -> health monitoring,0.9881794079,0.9797834733,0.9507291206,0.9511710119,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric -> resistive sensor -> resistance/conductivity change -> environmental monitoring,0.9881794079,0.9826557667,0.9507291206,0.9550375608,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> capacitance change -> wearable/flexible electronics,CNT -> pressure sensor -> current signal -> wearable/flexible electronics,0.9881794079,0.9808882015,0.9507291206,0.9534909412,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> impedance signal -> sweat/biomarker monitoring,ZnO/oxide -> resistive sensor -> physiological signal -> wireless/IoT,0.4082523199,0.404772426,0.2469067609,0.2488400354,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> impedance signal -> sweat/biomarker monitoring,Ag/AgNW -> piezoelectric sensor -> voltage output -> rehabilitation,0.4082523199,0.4149359258,0.2469067609,0.2475143615,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> impedance signal -> sweat/biomarker monitoring,CNT -> tactile sensor -> voltage output -> rehabilitation,0.4082523199,0.4222271321,0.2469067609,0.2452496686,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> impedance signal -> sweat/biomarker monitoring,liquid metal -> capacitive sensor -> resistance/conductivity change -> HMI,0.4082523199,0.4181396376,0.2469067609,0.2404993372,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> impedance signal -> sweat/biomarker monitoring,polymer/elastomer -> optical sensor -> optical/fluorescence -> health monitoring,0.4082523199,0.4082523199,0.2469067609,0.2298387097,0.5,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO -> tactile sensor -> resistance/conductivity change -> wearable/flexible electronics,0.99060981,0.9910517013,0.99060981,0.9904993372,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> health monitoring,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> robotics/tactile,0.99060981,0.9901679187,0.99060981,0.9908307556,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO -> temperature sensor -> resistance/conductivity change -> motion monitoring,0.99060981,0.9908307556,0.99060981,0.9897260274,0.0,0.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO -> electrode -> capacitance change -> motion monitoring,0.99060981,0.9902783915,0.99060981,0.9914935926,1.0,0.0,1.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> health monitoring,CNT -> electrode -> resistance/conductivity change -> wireless/IoT,0.99060981,0.9914935926,0.99060981,0.9898365002,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> electrode -> capacitance change -> health monitoring,0.9691228458,0.9701723376,0.9865775519,0.9871851525,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> motion monitoring,graphene/rGO -> electrode -> voltage output -> environmental monitoring,0.9691228458,0.9696199735,0.9865775519,0.9881794079,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> motion monitoring,graphene/rGO -> gas/chemical sensor -> voltage output -> wearable/flexible electronics,0.9691228458,0.9717189571,0.9865775519,0.9860804242,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric -> capacitive sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9691228458,0.966195316,0.9865775519,0.9869642068,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> electrode -> resistance/conductivity change -> motion monitoring,Cu/Ni -> strain sensor -> resistance/conductivity change -> environmental monitoring,0.9691228458,0.971166593,0.9865775519,0.9837604949,0.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,0.9925983208,0.9913831198,0.9851414052,0.9857490057,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> health monitoring,0.9925983208,0.9927087936,0.9851414052,0.9833186036,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> voltage output -> motion monitoring,0.9925983208,0.9921564295,0.9851414052,0.9835395493,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,Cu/Ni -> electrode -> voltage output -> wearable/flexible electronics,0.9925983208,0.9934821034,0.9851414052,0.983097658,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9925983208,0.9923773752,0.9851414052,0.9822138754,1.0,1.0,1.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> temperature sensor -> current signal -> environmental monitoring,0.8747238179,0.8751657092,0.8456694653,0.8434600088,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,CNT -> electrode -> capacitance change -> HMI,0.8747238179,0.8732876712,0.8456694653,0.8484312859,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> gas/chemical sensor -> frequency/wavelength signal -> health monitoring,0.8747238179,0.8735086169,0.8456694653,0.8493150685,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> biosensor/electrochemical -> current signal -> motion monitoring,0.8747238179,0.8795846222,0.8456694653,0.8441228458,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,CNT -> strain sensor -> impedance signal -> health monitoring,0.8747238179,0.8811312417,0.8456694653,0.8437914273,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,ZnO/oxide -> electrode -> resistance/conductivity change -> environmental monitoring,0.9744807777,0.9722713213,0.9433274414,0.9431617322,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> electrode -> capacitance change -> robotics/tactile,0.9744807777,0.9764692886,0.9433274414,0.944211224,0.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> electrode -> voltage output -> self-powered/energy storage,0.9744807777,0.9731551038,0.9433274414,0.9393504198,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Au -> resistive sensor -> resistance/conductivity change -> health monitoring,0.9744807777,0.97182943,0.9433274414,0.9466416262,1.0,0.0,0.0
2018,validated_closure,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> pressure sensor -> current signal -> health monitoring,0.9744807777,0.9790101635,0.9433274414,0.944874061,0.0,0.0,0.0
2018,validated_closure,PET/PI/PVA -> electrode -> optical/fluorescence -> health monitoring,nanomaterial -> gas/chemical sensor -> voltage output -> health monitoring,0.3224701723,0.3224701723,0.5469509501,0.5465090588,0.5,0.0,0.0
2018,validated_closure,PET/PI/PVA -> electrode -> optical/fluorescence -> health monitoring,cellulose/cotton/silk -> pressure sensor -> voltage output -> wireless/IoT,0.3224701723,0.3314184711,0.5469509501,0.547613787,0.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> electrode -> optical/fluorescence -> health monitoring,Au -> gas/chemical sensor -> mechanical deformation -> wireless/IoT,0.3224701723,0.3314184711,0.5469509501,0.5459014582,0.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> electrode -> optical/fluorescence -> health monitoring,CNT -> temperature sensor -> current signal -> portable electronics,0.3224701723,0.341195316,0.5469509501,0.5488289881,0.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> electrode -> optical/fluorescence -> health monitoring,PEDOT:PSS -> tactile sensor -> capacitance change -> environmental monitoring,0.3224701723,0.3265024304,0.5469509501,0.5270658418,0.0,0.0,0.0
2018,validated_closure,PET/PI/PVA -> electrode -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9693990278,0.9700618648,0.9519443217,0.9527176315,0.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> electrode -> resistance/conductivity change -> wearable/flexible electronics,CNT -> electrode -> physiological signal -> health monitoring,0.9693990278,0.9720503756,0.9519443217,0.9502872293,0.0,0.0,0.0
2018,validated_closure,PET/PI/PVA -> electrode -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni -> strain sensor -> resistance/conductivity change -> robotics/tactile,0.9693990278,0.9723817941,0.9519443217,0.954264251,0.0,0.0,0.0
2018,validated_closure,PET/PI/PVA -> electrode -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric -> strain sensor -> frequency/wavelength signal -> wearable/flexible electronics,0.9693990278,0.967134335,0.9519443217,0.9554794521,1.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> electrode -> resistance/conductivity change -> wearable/flexible electronics,carbon fiber -> electrode -> resistance/conductivity change -> wearable/flexible electronics,0.9693990278,0.9612792753,0.9519443217,0.9519443217,1.0,1.0,1.0
2018,validated_closure,PET/PI/PVA -> humidity sensor -> resistance/conductivity change -> environmental monitoring,Au -> fiber sensor -> optical/fluorescence -> wearable/flexible electronics,0.7520989837,0.7610472824,0.4170349094,0.4143835616,0.0,0.0,0.0
2018,validated_closure,PET/PI/PVA -> humidity sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> fiber sensor -> optical/fluorescence -> environmental monitoring,0.7520989837,0.7653004861,0.4170349094,0.4115112682,0.0,1.0,1.0
