paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
P_090631,MO_001,Heterogeneous Thermochromic Hydrogel Film Based on Photonic Nanochains,2022,0,hydrogel,optical sensor,frequency/wavelength signal,portable electronics,optical sensor -> frequency/wavelength signal -> portable electronics,hydrogel -> optical sensor -> frequency/wavelength signal -> portable electronics,4,0,1,1,1,2022-25
P_090639,MO_001,Implantable Biosensors for Long-term Monitoring of Cardiac Health,2022,0,CNT,pressure sensor,temperature/thermal signal,health monitoring,pressure sensor -> temperature/thermal signal -> health monitoring,CNT -> pressure sensor -> temperature/thermal signal -> health monitoring,4,0,0,1,1,2022-25
P_090842,MO_001,Challenges and Advances in Biomarker Detection for Rapid and Accurate Sepsis Diagnosis: An Electrochemical Approach,2024,0,CNT,gas/chemical sensor,current signal,health monitoring,gas/chemical sensor -> current signal -> health monitoring,CNT -> gas/chemical sensor -> current signal -> health monitoring,4,0,0,1,1,2022-25
P_091015,MO_001,"Recent Advances in Micro- and Nano-Enhanced Intravascular Biosensors for Real-Time Monitoring, Early Disease Diagnosis, and Drug Therapy Monitoring",2025,0,textile/yarn/fabric,biosensor/electrochemical,optical/fluorescence,sweat/biomarker monitoring,biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,textile/yarn/fabric -> biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,4,0,0,1,1,2022-25
P_091015,MO_003,"Recent Advances in Micro- and Nano-Enhanced Intravascular Biosensors for Real-Time Monitoring, Early Disease Diagnosis, and Drug Therapy Monitoring",2025,0,PMMA/PLA,pressure sensor,mechanical deformation,health monitoring,pressure sensor -> mechanical deformation -> health monitoring,PMMA/PLA -> pressure sensor -> mechanical deformation -> health monitoring,4,0,0,1,1,2022-25
P_091079,MO_001,Soft pneumatic muscles for post-stroke lower limb ankle rehabilitation: leveraging the potential of soft robotics to optimize functional outcomes,2023,0,silicone/elastomer,pressure sensor,mechanical deformation,rehabilitation,pressure sensor -> mechanical deformation -> rehabilitation,silicone/elastomer -> pressure sensor -> mechanical deformation -> rehabilitation,4,0,0,1,1,2022-25
P_092035,MO_001,Influence of elastic lumbar support belts on trunk muscle function in patients with non-specific acute lumbar back pain,2019,0,textile/yarn/fabric,pressure sensor,physiological signal,motion monitoring,pressure sensor -> physiological signal -> motion monitoring,textile/yarn/fabric -> pressure sensor -> physiological signal -> motion monitoring,4,0,0,1,1,2018-21
P_093526,MO_001,Empowering Health: Wearable Devices Revolutionizing Chronic Diseases Management,2025,0,graphene/rGO,strain sensor,temperature/thermal signal,health monitoring,strain sensor -> temperature/thermal signal -> health monitoring,graphene/rGO -> strain sensor -> temperature/thermal signal -> health monitoring,4,0,0,1,1,2022-25
P_094954,MO_004,Nanobiosensors for early detection of neurodegenerative disease,2022,0,Au,biosensor/electrochemical,frequency/wavelength signal,health monitoring,biosensor/electrochemical -> frequency/wavelength signal -> health monitoring,Au -> biosensor/electrochemical -> frequency/wavelength signal -> health monitoring,4,0,0,1,1,2022-25
P_095130,MO_001,The potential of graphene coatings as neural interfaces,2024,0,graphene/rGO,electrode,physiological signal,HMI,electrode -> physiological signal -> HMI,graphene/rGO -> electrode -> physiological signal -> HMI,4,0,1,1,1,2022-25
P_095906,MO_001,Intelligent Biosensors Based on Hyaluronic Acid Hydrogels for Monitoring Chronic Wound Healing with the Involvement of Artificial Intelligence,2025,0,hydrogel,gas/chemical sensor,current signal,wireless/IoT,gas/chemical sensor -> current signal -> wireless/IoT,hydrogel -> gas/chemical sensor -> current signal -> wireless/IoT,4,0,0,1,1,2022-25
P_096896,MO_001,Medical importance and pharmacokinetics of gold nanoparticles in the human body,2025,0,Au,biosensor/electrochemical,optical/fluorescence,sweat/biomarker monitoring,biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,Au -> biosensor/electrochemical -> optical/fluorescence -> sweat/biomarker monitoring,4,0,0,1,1,2022-25
P_097020,MO_001,Printing Formation of Flexible (001)-Oriented PZT Films on Plastic Substrates,2023,0,ZnO/oxide,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,ZnO/oxide -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_097638,MO_001,Thermal control study of miniaturized implantable optoelectronic devices for neural stimulation,2025,0,graphene/rGO,temperature sensor,resistance/conductivity change,wireless/IoT,temperature sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO -> temperature sensor -> resistance/conductivity change -> wireless/IoT,4,0,1,1,1,2022-25
P_097733,MO_001,On the Possibility of Fluorescent Capture Immunoassays on a Contact Lens,2025,0,hydrogel,optical sensor,optical/fluorescence,sweat/biomarker monitoring,optical sensor -> optical/fluorescence -> sweat/biomarker monitoring,hydrogel -> optical sensor -> optical/fluorescence -> sweat/biomarker monitoring,4,0,0,1,1,2022-25
P_098389,MO_001,Inhibitions imposed by kinetic constraints of membranes in all-solid-state ion-selective electrodes: characteristics of interfacial capacitance in solid contacts,2025,0,CNT,electrode,impedance signal,wearable/flexible electronics,electrode -> impedance signal -> wearable/flexible electronics,CNT -> electrode -> impedance signal -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_098390,MO_001,Design and In Vivo Evaluation of an Intraocular Electrode for Ciliary Muscle Biopotential Measurement in a Non-Human Primate Model of Human Accommodation,2025,0,Au,electrode,voltage output,wireless/IoT,electrode -> voltage output -> wireless/IoT,Au -> electrode -> voltage output -> wireless/IoT,4,0,1,1,1,2022-25
P_099544,MO_007,Research following a foundation in the applied optics group at University of Kent,2011,0,textile/yarn/fabric,pressure sensor,frequency/wavelength signal,environmental monitoring,pressure sensor -> frequency/wavelength signal -> environmental monitoring,textile/yarn/fabric -> pressure sensor -> frequency/wavelength signal -> environmental monitoring,4,0,1,1,1,2010-17
P_101091,MO_001,A Novel Design of an Oral Appliance for Monitoring Electromyograms of the Genioglossus Muscle in Obstructive Sleep Apnea Syndrome,2024,0,Ag/AgNW,electrode,frequency/wavelength signal,wearable/flexible electronics,electrode -> frequency/wavelength signal -> wearable/flexible electronics,Ag/AgNW -> electrode -> frequency/wavelength signal -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_101881,MO_001,Energy Harvesting and Storage Techniques for Self-Sustaining Low-Power Embedded Systems,2024,0,ZnO/oxide,biosensor/electrochemical,temperature/thermal signal,health monitoring,biosensor/electrochemical -> temperature/thermal signal -> health monitoring,ZnO/oxide -> biosensor/electrochemical -> temperature/thermal signal -> health monitoring,4,0,1,1,1,2022-25
P_102204,MO_001,Fabrication of Apparatus Specialized for Measuring the Elasticity of Perioral Tissues,2024,0,TPU/PU,strain sensor,mechanical deformation,portable electronics,strain sensor -> mechanical deformation -> portable electronics,TPU/PU -> strain sensor -> mechanical deformation -> portable electronics,4,0,0,1,1,2022-25
P_102414,MO_002,Advances in Optical Biosensors: Bridging Optical Science and Biomedical Engineering with Biological Recognition Elements,2025,0,textile/yarn/fabric,biosensor/electrochemical,optical/fluorescence,environmental monitoring,biosensor/electrochemical -> optical/fluorescence -> environmental monitoring,textile/yarn/fabric -> biosensor/electrochemical -> optical/fluorescence -> environmental monitoring,4,0,0,1,1,2022-25
P_102414,MO_006,Advances in Optical Biosensors: Bridging Optical Science and Biomedical Engineering with Biological Recognition Elements,2025,0,MXene,biosensor/electrochemical,optical/fluorescence,health monitoring,biosensor/electrochemical -> optical/fluorescence -> health monitoring,MXene -> biosensor/electrochemical -> optical/fluorescence -> health monitoring,4,0,0,1,1,2022-25
P_104763,MO_001,The Capacitive Property Enhancement of CoFeP-Ni(OH)2/Nickel Foam Electrodes via an Interfacial Integration Strategy for Asymmetric Supercapacitors,2025,0,Cu/Ni,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,Cu/Ni -> electrode -> capacitance change -> self-powered/energy storage,4,0,1,1,1,2022-25
P_108778,MO_001,Sub-ppm acetic acid gas sensor based on In2O3 nanofibers,2019,0,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,environmental monitoring,gas/chemical sensor -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> environmental monitoring,4,0,1,1,1,2018-21
P_MS3T_000023,MO_001,"A Highly Stretchable, Conductive, and Transparent Bioadhesive Hydrogel as a Flexible Sensor for Enhanced Real‐Time Human Health Monitoring",2024,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,0,1,1,2022-25
P_MS3T_000045,MO_001,"Highly Stretchable, Self‐Healable, and Conductive Gelatin Methacryloyl Hydrogel for Long‐Lasting Wearable Tactile Sensors",2025,0,hydrogel,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_000094,MO_001,"Stretchable, Self‐Healing, and Bioactive Hydrogel with High‐Functionality N,N′‐bis(acryloyl)cystamine Dynamically Bonded Ag@polydopamine Crosslinkers for Wearable Sensors",2024,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000094,MO_002,"Stretchable, Self‐Healing, and Bioactive Hydrogel with High‐Functionality N,N′‐bis(acryloyl)cystamine Dynamically Bonded Ag@polydopamine Crosslinkers for Wearable Sensors",2024,0,hydrogel,strain sensor,resistance/conductivity change,wearable/flexible electronics,strain sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_000216,MO_001,"A Low-Cost Hydrogel Electrode for Multifunctional Sensing: Strain, Temperature, and Electrophysiology",2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000220,MO_001,Dynamic Nanohybrid-Polysaccharide Hydrogels for Soft Wearable Strain Sensing,2021,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2018-21
P_MS3T_000231,MO_001,"Dual Network Hydrogel with High Mechanical Properties, Electrical Conductivity, Water Retention and Frost Resistance, Suitable for Wearable Strain Sensors",2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000237,MO_001,Highly Stretchable Conductive Hydrogel-Based Flexible Triboelectric Nanogenerators for Ultrasensitive Tactile Sensing,2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000250,MO_001,Interstitial fluid-based wearable biosensors for minimally invasive healthcare and biomedical applications,2024,0,PMMA/PLA,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,PMMA/PLA -> gas/chemical sensor -> current signal -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_000257,MO_001,Bioinspired adaptive lipid-integrated bilayer coating for enhancing dynamic water retention in hydrogel-based flexible sensors,2024,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,0,1,1,2022-25
P_MS3T_000267,MO_001,Mechanism and Performance Evaluation of a Strain Sensor Made from a Composite Hydrogel Containing Conductive Fibers of Thermoplastic Polyurethane and Polyvinyl Alcohol,2024,0,CNT,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,CNT -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_000352,MO_001,"High‐Conductivity, Self‐Healing, and Adhesive Ionic Hydrogels for Health Monitoring and Human‐Machine Interactions Under Extreme Cold Conditions",2025,0,hydrogel,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_000376,MO_001,Wearable Pressure Sensor Using Porous Natural Polymer Hydrogel Elastomers with High Sensitivity over a Wide Sensing Range,2023,0,hydrogel,pressure sensor,current signal,motion monitoring,pressure sensor -> current signal -> motion monitoring,hydrogel -> pressure sensor -> current signal -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000385,MO_001,Laser-induced graphene (LIG)-driven medical sensors for health monitoring and diseases diagnosis,2022,0,graphene/rGO,gas/chemical sensor,current signal,sweat/biomarker monitoring,gas/chemical sensor -> current signal -> sweat/biomarker monitoring,graphene/rGO -> gas/chemical sensor -> current signal -> sweat/biomarker monitoring,4,0,1,1,1,2022-25
P_MS3T_000398,MO_001,Significant strain-rate dependence of sensing behavior in TiO2@carbon fibre/PDMS composites for flexible strain sensors,2021,0,carbon fiber,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,carbon fiber -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2018-21
P_MS3T_000424,MO_001,Machine learning facilitated gesture recognition using structural optimized wearable yarn-based strain sensor,2025,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000516,MO_001,Li/Al‐LDH Reinforced Polyacrylamide/Xanthan Gum Semi‐Interpenetrating Network Nano‐Conductive Hydrogels for Stress Sensing and Wearable Device Applications,2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000516,MO_002,Li/Al‐LDH Reinforced Polyacrylamide/Xanthan Gum Semi‐Interpenetrating Network Nano‐Conductive Hydrogels for Stress Sensing and Wearable Device Applications,2025,0,hydrogel,pressure sensor,impedance signal,wireless/IoT,pressure sensor -> impedance signal -> wireless/IoT,hydrogel -> pressure sensor -> impedance signal -> wireless/IoT,4,0,1,1,1,2022-25
P_MS3T_000524,MO_001,Silver Nanowire-Based Flexible Strain Sensor for Human Motion Detection,2024,0,Ag/AgNW,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_000537,MO_001,"A metal-electrode-free, fully integrated, soft triboelectric sensor array for self-powered tactile sensing",2020,0,PDMS/Ecoflex,triboelectric sensor,voltage output,HMI,triboelectric sensor -> voltage output -> HMI,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> HMI,4,0,1,1,1,2018-21
P_MS3T_000576,MO_005,MXene-Based Chemo-Sensors and Other Sensing Devices,2024,0,graphene/rGO,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_000621,MO_001,Ultrasoft Long-Lasting Reusable Hydrogel-Based Sensor Patch for Biosignal Recording,2024,0,hydrogel,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,hydrogel -> electrode -> physiological signal -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_000635,MO_001,"Silicon-Enhanced PVA Hydrogels in Flexible Sensors: Mechanism, Applications, and Recycling",2024,0,hydrogel,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_000642,MO_001,"Graphene-Based, Flexible, Wearable Piezoresistive Sensors with High Sensitivity for Tiny Pressure Detection",2025,0,graphene/rGO,resistive sensor,resistance/conductivity change,health monitoring,resistive sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> resistive sensor -> resistance/conductivity change -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_000741,MO_001,A Flexible Sensor with Excellent Environmental Stability Using Well-Designed Encapsulation Structure,2023,0,hydrogel,electrode,resistance/conductivity change,HMI,electrode -> resistance/conductivity change -> HMI,hydrogel -> electrode -> resistance/conductivity change -> HMI,4,0,0,1,1,2022-25
P_MS3T_000761,MO_001,A Self-Powered Flexible Thermoelectric Sensor and Its Application on the Basis of the Hollow PEDOT:PSS Fiber,2020,0,PEDOT:PSS,fiber sensor,voltage output,motion monitoring,fiber sensor -> voltage output -> motion monitoring,PEDOT:PSS -> fiber sensor -> voltage output -> motion monitoring,4,0,0,1,1,2018-21
P_MS3T_000892,MO_001,"Ultraflexible Sensor Development via 4D Printing: Enhanced Sensitivity to Strain, Temperature, and Magnetic Fields",2024,0,PDMS/Ecoflex,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_000921,MO_003,3D Printed Magnetoelectric Composites for Personalized Wearable Multifunctional Sensors,2023,0,PVDF,piezoelectric sensor,voltage output,wearable/flexible electronics,piezoelectric sensor -> voltage output -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> voltage output -> wearable/flexible electronics,4,0,0,1,1,2022-25
P_MS3T_000980,MO_007,Flexible brain electronic sensors advance wearable brain-computer interface,2025,0,PDMS/Ecoflex,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,PDMS/Ecoflex -> electrode -> physiological signal -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_001098,MO_001,Microbubble-based fabrication of resilient porous ionogels for high-sensitivity pressure sensors,2024,0,ionogel/ionic liquid,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,ionogel/ionic liquid -> pressure sensor -> capacitance change -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_001226,MO_001,Construction of Chitin-Based Composite Hydrogel via AlCl3/ZnCl2/H2O Ternary Molten Salt System and Its Flexible Sensing Performance,2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001255,MO_001,Screen-Printed Textile-Based Electrochemical Biosensor for Noninvasive Monitoring of Glucose in Sweat,2023,0,CNT,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,CNT -> gas/chemical sensor -> current signal -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_001341,MO_001,Axially decoupled multidirectional stretchable strain sensor based on plain-woven carbon nanotube-infiltrated rubber nanocomposites,2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001355,MO_001,Optical–Electronic Skin Based on Tea Polyphenol for Dual Signal Wearable Sensing,2025,0,hydrogel,wearable/e-skin,resistance/conductivity change,motion monitoring,wearable/e-skin -> resistance/conductivity change -> motion monitoring,hydrogel -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001391,MO_001,Vacuum Filtration-Coated Silver Electrodes Coupled with Stacked Conductive Multi-Walled Carbon Nanotubes/Mulberry Paper Sensing Layers for a Highly Sensitive and Wide-Range Flexible Pressure Sensor,2024,0,CNT,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,CNT -> pressure sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001401,MO_001,Development and Electrochemical Performance of a PANI-PA-PVA Hydrogel-Based Flexible pH Fiber Sensor for Real-Time Sweat Monitoring,2025,0,hydrogel,pH sensor,chemical signal,wearable/flexible electronics,pH sensor -> chemical signal -> wearable/flexible electronics,hydrogel -> pH sensor -> chemical signal -> wearable/flexible electronics,4,0,1,1,1,2022-25
P_MS3T_001460,MO_001,Highly Sensitive Flexible Pressure Sensors Enabled by Mixing of Silicone Elastomer With Ionic Liquid-Grafted Silicone Oil,2021,0,ionogel/ionic liquid,electrode,capacitance change,motion monitoring,electrode -> capacitance change -> motion monitoring,ionogel/ionic liquid -> electrode -> capacitance change -> motion monitoring,4,0,1,1,1,2018-21
P_MS3T_001527,MO_001,Wearable Flexible Wireless Pressure Sensor Based on Poly(vinyl alcohol)/Carbon Nanotube/MXene Composite for Health Monitoring,2025,0,CNT,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,CNT -> pressure sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_001569,MO_001,A Flexible All-Solid-State Asymmetric Supercapacitor Based on a Nanocomposite of Vanadium Oxide/Graphene and Polyaniline Hydrogel with Excellent Operational Stability and Energy Density,2025,0,graphene/rGO,electrode,resistance/conductivity change,self-powered/energy storage,electrode -> resistance/conductivity change -> self-powered/energy storage,graphene/rGO -> electrode -> resistance/conductivity change -> self-powered/energy storage,4,0,1,1,1,2022-25
P_MS3T_001620,MO_001,Coaxial Spring-Like Stretchable Triboelectric Nanogenerator Toward Personal Healthcare Monitoring,2022,0,Cu/Ni,triboelectric sensor,voltage output,motion monitoring,triboelectric sensor -> voltage output -> motion monitoring,Cu/Ni -> triboelectric sensor -> voltage output -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001620,MO_002,Coaxial Spring-Like Stretchable Triboelectric Nanogenerator Toward Personal Healthcare Monitoring,2022,0,Cu/Ni,temperature sensor,voltage output,environmental monitoring,temperature sensor -> voltage output -> environmental monitoring,Cu/Ni -> temperature sensor -> voltage output -> environmental monitoring,4,0,1,1,1,2022-25
P_MS3T_001734,MO_001,Fabrication of Zwitterionized Nanocellulose/Polyvinyl Alcohol Composite Hydrogels Derived from Camellia Oleifera Shells for High-Performance Flexible Sensing,2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001784,MO_001,"A Breathable, Low-Cost, and Highly Stretchable Medical-Textile Strain Sensor for Human Motion and Plant Growth Monitoring",2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_001979,MO_001,Ultrahigh-Response Humidity Sensor Arrays Based on a Graphene/Polymer Composite for Contactless Gesture Monitoring,2025,0,graphene/rGO,humidity sensor,resistance/conductivity change,motion monitoring,humidity sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO -> humidity sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_002019,MO_001,Photocurable Nanocellulose-Based Hydrogel for Real-Time Electrochemical Sweat Monitoring in Smart Textiles,2025,0,hydrogel,gas/chemical sensor,resistance/conductivity change,HMI,gas/chemical sensor -> resistance/conductivity change -> HMI,hydrogel -> gas/chemical sensor -> resistance/conductivity change -> HMI,4,0,1,1,1,2022-25
P_MS3T_002048,MO_005,"Wearable biosensors incorporating nanocomposites: advancements, applications, and future directions",2024,0,graphene/rGO,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,graphene/rGO -> electrode -> physiological signal -> health monitoring,4,0,0,1,1,2022-25
P_MS3T_002137,MO_001,Liquid Metal Flexible EMG Gel Electrodes for Gesture Recognition,2023,0,liquid metal,electrode,physiological signal,motion monitoring,electrode -> physiological signal -> motion monitoring,liquid metal -> electrode -> physiological signal -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_002179,MO_001,Anti-Oxidized Self-Assembly of Multilayered F-Mene/MXene/TPU Composite with Improved Environmental Stability and Pressure Sensing Performances,2024,0,MXene,resistive sensor,resistance/conductivity change,health monitoring,resistive sensor -> resistance/conductivity change -> health monitoring,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_002251,MO_001,Highly Sensitive Oxidation‐Resistant Degradable Janus Piezoresistive Electronic Skin for Sustainable Wearable Electronics,2025,0,MXene,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,MXene -> pressure sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_002276,MO_001,Highly Compressible and Sensitive Flexible Piezoresistive Pressure Sensor Based on MWCNTs/Ti3C2Tx MXene @ Melamine Foam for Human Gesture Monitoring and Recognition,2022,0,MXene,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,MXene -> pressure sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25
P_MS3T_002289,MO_001,High-Performance Flexible Piezoresistive Sensor Based on Ti3C2Tx MXene with a Honeycomb-like Structure for Human Activity Monitoring,2022,0,MXene,resistive sensor,resistance/conductivity change,health monitoring,resistive sensor -> resistance/conductivity change -> health monitoring,MXene -> resistive sensor -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_002300,MO_002,Carbon Nanotube Wearable Sensors for Health Diagnostics,2021,0,CNT,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,CNT -> electrode -> physiological signal -> health monitoring,4,0,0,1,1,2018-21
P_MS3T_002320,MO_001,Wearable Capacitive Pressure Sensor for Contact and Non-Contact Sensing and Pulse Waveform Monitoring,2022,0,CNT,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,CNT -> pressure sensor -> capacitance change -> health monitoring,4,0,1,1,1,2022-25
P_MS3T_002336,MO_001,Dual Structure Reinforces Interfacial Polarized MXene/PVDF-TrFE Piezoelectric Nanocomposite for Pressure Monitoring,2025,0,MXene,piezoelectric sensor,voltage output,wireless/IoT,piezoelectric sensor -> voltage output -> wireless/IoT,MXene -> piezoelectric sensor -> voltage output -> wireless/IoT,4,0,1,1,1,2022-25
P_MS3T_002337,MO_001,The assessment of sports performance by grip pressure using flexible piezoresistive pressure sensors in seven sports events,2024,0,MXene,pressure sensor,resistance/conductivity change,wireless/IoT,pressure sensor -> resistance/conductivity change -> wireless/IoT,MXene -> pressure sensor -> resistance/conductivity change -> wireless/IoT,4,0,1,1,1,2022-25
P_MS3T_002471,MO_001,Wireless battery-free wearable sweat sensor powered by human motion,2020,0,Cu/Ni,pH sensor,chemical signal,wearable/flexible electronics,pH sensor -> chemical signal -> wearable/flexible electronics,Cu/Ni -> pH sensor -> chemical signal -> wearable/flexible electronics,4,0,1,1,1,2018-21
