cutoff,method,rank,trajectory,material,sensor,signal,system,ranking_score,closed_in_future,validated_closure
2018,nested_structure_plus_evidence,92,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,resistance/conductivity change,wearable/flexible electronics,1.077636722201513,1,1
2018,nested_structure_plus_evidence,93,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,pressure sensor,resistance/conductivity change,motion monitoring,1.0774706523305517,0,0
2018,nested_structure_plus_evidence,94,Ag/AgNW -> strain sensor -> voltage output -> motion monitoring,Ag/AgNW,strain sensor,voltage output,motion monitoring,1.0774313101168893,0,0
2018,nested_structure_plus_evidence,95,Ag/AgNW -> electrode -> current signal -> health monitoring,Ag/AgNW,electrode,current signal,health monitoring,1.0772606862319911,1,1
2018,nested_structure_plus_evidence,96,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW,temperature sensor,resistance/conductivity change,health monitoring,1.0772002135889287,0,0
2018,nested_structure_plus_evidence,97,Ag/AgNW -> pressure sensor -> voltage output -> wearable/flexible electronics,Ag/AgNW,pressure sensor,voltage output,wearable/flexible electronics,1.0770178589839545,0,0
2018,nested_structure_plus_evidence,98,Ag/AgNW -> pressure sensor -> current signal -> wearable/flexible electronics,Ag/AgNW,pressure sensor,current signal,wearable/flexible electronics,1.076815947686944,0,0
2018,nested_structure_plus_evidence,99,Au -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,resistive sensor,resistance/conductivity change,wearable/flexible electronics,1.076741929552608,0,0
2018,nested_structure_plus_evidence,100,CNT -> pressure sensor -> capacitance change -> wearable/flexible electronics,CNT,pressure sensor,capacitance change,wearable/flexible electronics,1.0765739204271525,1,1
2019,role_agnostic,1,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,strain sensor,resistance/conductivity change,wearable/flexible electronics,1.0,1,0
2019,role_agnostic,2,CNT -> electrode -> resistance/conductivity change -> wearable/flexible electronics,CNT,electrode,resistance/conductivity change,wearable/flexible electronics,0.999918374,1,1
2019,role_agnostic,3,graphene/rGO -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO,electrode,resistance/conductivity change,health monitoring,0.999836748,1,1
2019,role_agnostic,4,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.999755122,1,1
2019,role_agnostic,5,CNT -> electrode -> resistance/conductivity change -> health monitoring,CNT,electrode,resistance/conductivity change,health monitoring,0.999673496,1,1
2019,role_agnostic,6,CNT -> pressure sensor -> resistance/conductivity change -> motion monitoring,CNT,pressure sensor,resistance/conductivity change,motion monitoring,0.9995918701,1,1
2019,role_agnostic,7,CNT -> electrode -> resistance/conductivity change -> motion monitoring,CNT,electrode,resistance/conductivity change,motion monitoring,0.9995102441,1,1
2019,role_agnostic,8,Au -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9994286181,1,0
2019,role_agnostic,9,graphene/rGO -> strain sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,strain sensor,resistance/conductivity change,environmental monitoring,0.9993469921,0,0
2019,role_agnostic,10,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,pressure sensor,resistance/conductivity change,motion monitoring,0.9992653661,0,0
2019,role_agnostic,11,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9991837401,1,1
2019,role_agnostic,12,Ag/AgNW -> electrode -> resistance/conductivity change -> health monitoring,Ag/AgNW,electrode,resistance/conductivity change,health monitoring,0.9991021141,0,0
2019,role_agnostic,13,Cu/Ni -> strain sensor -> resistance/conductivity change -> motion monitoring,Cu/Ni,strain sensor,resistance/conductivity change,motion monitoring,0.9990204881,1,1
2019,role_agnostic,14,graphene/rGO -> electrode -> current signal -> wearable/flexible electronics,graphene/rGO,electrode,current signal,wearable/flexible electronics,0.9989388621,1,1
2019,role_agnostic,15,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,gas/chemical sensor,resistance/conductivity change,health monitoring,0.9988572361,1,0
2019,role_agnostic,16,textile/yarn/fabric -> electrode -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,motion monitoring,0.9987756102,0,0
2019,role_agnostic,17,textile/yarn/fabric -> electrode -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,health monitoring,0.9986939842,0,0
2019,role_agnostic,18,PDMS/Ecoflex -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9986123582,1,1
2019,role_agnostic,19,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9985307322,0,0
2019,role_agnostic,20,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9984491062,0,0
2019,role_agnostic,21,textile/yarn/fabric -> electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,electrode,capacitance change,wearable/flexible electronics,0.9983674802,0,0
2019,role_agnostic,22,CNT -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9982858542,0,0
2019,role_agnostic,23,CNT -> strain sensor -> resistance/conductivity change -> environmental monitoring,CNT,strain sensor,resistance/conductivity change,environmental monitoring,0.9982042282,0,0
2019,role_agnostic,24,Cu/Ni -> electrode -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni,electrode,resistance/conductivity change,wearable/flexible electronics,0.9981226022,0,0
2019,role_agnostic,25,Au -> electrode -> resistance/conductivity change -> health monitoring,Au,electrode,resistance/conductivity change,health monitoring,0.9980409762,0,0
2019,role_agnostic,26,Ag/AgNW -> electrode -> capacitance change -> wearable/flexible electronics,Ag/AgNW,electrode,capacitance change,wearable/flexible electronics,0.9979593503,0,0
2019,role_agnostic,27,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,temperature sensor,resistance/conductivity change,wearable/flexible electronics,0.9978777243,1,1
2019,role_agnostic,28,graphene/rGO -> electrode -> voltage output -> wearable/flexible electronics,graphene/rGO,electrode,voltage output,wearable/flexible electronics,0.9977960983,1,1
2019,role_agnostic,29,graphene/rGO -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO,resistive sensor,resistance/conductivity change,wearable/flexible electronics,0.9977144723,0,0
2019,role_agnostic,30,graphene/rGO -> pressure sensor -> capacitance change -> health monitoring,graphene/rGO,pressure sensor,capacitance change,health monitoring,0.9976328463,1,1
2019,role_agnostic,31,Au -> electrode -> resistance/conductivity change -> motion monitoring,Au,electrode,resistance/conductivity change,motion monitoring,0.9975512203,0,0
2019,role_agnostic,32,graphene/rGO -> pressure sensor -> capacitance change -> wearable/flexible electronics,graphene/rGO,pressure sensor,capacitance change,wearable/flexible electronics,0.9974695943,1,1
2019,role_agnostic,33,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9973879683,1,1
2019,role_agnostic,34,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,MXene,strain sensor,resistance/conductivity change,motion monitoring,0.9973063423,1,1
2019,role_agnostic,35,graphene/rGO -> electrode -> capacitance change -> health monitoring,graphene/rGO,electrode,capacitance change,health monitoring,0.9972247163,0,0
2019,role_agnostic,36,CNT -> strain sensor -> resistance/conductivity change -> robotics/tactile,CNT,strain sensor,resistance/conductivity change,robotics/tactile,0.9971430904,0,0
2019,role_agnostic,37,Ag/AgNW -> electrode -> resistance/conductivity change -> environmental monitoring,Ag/AgNW,electrode,resistance/conductivity change,environmental monitoring,0.9970614644,0,0
2019,role_agnostic,38,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> health monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,health monitoring,0.9969798384,0,0
2019,role_agnostic,39,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,motion monitoring,0.9968982124,0,0
2019,role_agnostic,40,Ag/AgNW -> electrode -> physiological signal -> wearable/flexible electronics,Ag/AgNW,electrode,physiological signal,wearable/flexible electronics,0.9968165864,1,0
2019,role_agnostic,41,Ag/AgNW -> strain sensor -> resistance/conductivity change -> wireless/IoT,Ag/AgNW,strain sensor,resistance/conductivity change,wireless/IoT,0.9967349604,1,1
2019,role_agnostic,42,graphene/rGO -> pressure sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,pressure sensor,resistance/conductivity change,environmental monitoring,0.9966533344,0,0
2019,role_agnostic,43,graphene/rGO -> strain sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO,strain sensor,resistance/conductivity change,wireless/IoT,0.9965717084,0,0
2019,role_agnostic,44,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PEDOT:PSS,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9964900824,0,0
2019,role_agnostic,45,graphene/rGO -> resistive sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,motion monitoring,0.9964084565,1,1
2019,role_agnostic,46,CNT -> strain sensor -> voltage output -> motion monitoring,CNT,strain sensor,voltage output,motion monitoring,0.9963268305,0,0
2019,role_agnostic,47,ZnO/oxide -> strain sensor -> resistance/conductivity change -> health monitoring,ZnO/oxide,strain sensor,resistance/conductivity change,health monitoring,0.9962452045,0,0
2019,role_agnostic,48,Cu/Ni -> electrode -> resistance/conductivity change -> health monitoring,Cu/Ni,electrode,resistance/conductivity change,health monitoring,0.9961635785,0,0
2019,role_agnostic,49,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric,strain sensor,resistance/conductivity change,environmental monitoring,0.9960819525,0,0
2019,role_agnostic,50,graphene/rGO -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,environmental monitoring,0.9960003265,1,0
2019,role_agnostic,51,graphene/rGO -> resistive sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,health monitoring,0.9959187005,1,1
2019,role_agnostic,52,CNT -> strain sensor -> resistance/conductivity change -> wireless/IoT,CNT,strain sensor,resistance/conductivity change,wireless/IoT,0.9958370745,1,1
2019,role_agnostic,53,graphene/rGO -> pressure sensor -> resistance/conductivity change -> robotics/tactile,graphene/rGO,pressure sensor,resistance/conductivity change,robotics/tactile,0.9957554485,0,0
2019,role_agnostic,54,Au -> electrode -> capacitance change -> wearable/flexible electronics,Au,electrode,capacitance change,wearable/flexible electronics,0.9956738225,0,0
2019,role_agnostic,55,textile/yarn/fabric -> electrode -> physiological signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,physiological signal,wearable/flexible electronics,0.9955921966,0,0
2019,role_agnostic,56,hydrogel -> pressure sensor -> resistance/conductivity change -> motion monitoring,hydrogel,pressure sensor,resistance/conductivity change,motion monitoring,0.9955105706,0,0
2019,role_agnostic,57,graphene/rGO -> temperature sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,motion monitoring,0.9954289446,0,0
2019,role_agnostic,58,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> motion monitoring,PEDOT:PSS,strain sensor,resistance/conductivity change,motion monitoring,0.9953473186,1,1
2019,role_agnostic,59,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9952656926,0,0
2019,role_agnostic,60,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,strain sensor,resistance/conductivity change,wireless/IoT,0.9951840666,1,1
2019,role_agnostic,61,hydrogel -> pressure sensor -> resistance/conductivity change -> health monitoring,hydrogel,pressure sensor,resistance/conductivity change,health monitoring,0.9951024406,0,0
2019,role_agnostic,62,PPy/PANI -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PPy/PANI,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9950208146,0,0
2019,role_agnostic,63,graphene/rGO -> strain sensor -> capacitance change -> wearable/flexible electronics,graphene/rGO,strain sensor,capacitance change,wearable/flexible electronics,0.9949391886,0,0
2019,role_agnostic,64,CNT -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,CNT,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9948575626,0,0
2019,role_agnostic,65,graphene/rGO -> strain sensor -> current signal -> health monitoring,graphene/rGO,strain sensor,current signal,health monitoring,0.9947759367,0,0
2019,role_agnostic,66,textile/yarn/fabric -> electrode -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,electrode,resistance/conductivity change,wireless/IoT,0.9946943107,0,0
2019,role_agnostic,67,Au -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,temperature sensor,resistance/conductivity change,wearable/flexible electronics,0.9946126847,0,0
2019,role_agnostic,68,textile/yarn/fabric -> strain sensor -> voltage output -> motion monitoring,textile/yarn/fabric,strain sensor,voltage output,motion monitoring,0.9945310587,0,0
2019,role_agnostic,69,CNT -> strain sensor -> voltage output -> wearable/flexible electronics,CNT,strain sensor,voltage output,wearable/flexible electronics,0.9944494327,0,0
2019,role_agnostic,70,textile/yarn/fabric -> electrode -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,environmental monitoring,0.9943678067,0,0
2019,role_agnostic,71,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9942861807,0,0
2019,role_agnostic,72,graphene/rGO -> strain sensor -> capacitance change -> motion monitoring,graphene/rGO,strain sensor,capacitance change,motion monitoring,0.9942045547,0,0
2019,role_agnostic,73,graphene/rGO -> strain sensor -> resistance/conductivity change -> self-powered/energy storage,graphene/rGO,strain sensor,resistance/conductivity change,self-powered/energy storage,0.9941229287,0,0
2019,role_agnostic,74,TPU/PU -> strain sensor -> resistance/conductivity change -> health monitoring,TPU/PU,strain sensor,resistance/conductivity change,health monitoring,0.9940413028,1,1
2019,role_agnostic,75,silicone/elastomer -> strain sensor -> resistance/conductivity change -> motion monitoring,silicone/elastomer,strain sensor,resistance/conductivity change,motion monitoring,0.9939596768,1,1
2019,role_agnostic,76,textile/yarn/fabric -> electrode -> current signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,current signal,wearable/flexible electronics,0.9938780508,0,0
2019,role_agnostic,77,CNT -> electrode -> resistance/conductivity change -> wireless/IoT,CNT,electrode,resistance/conductivity change,wireless/IoT,0.9937964248,0,0
2019,role_agnostic,78,textile/yarn/fabric -> temperature sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,temperature sensor,resistance/conductivity change,health monitoring,0.9937147988,0,0
2019,role_agnostic,79,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9936331728,0,0
2019,role_agnostic,80,textile/yarn/fabric -> pressure sensor -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,capacitance change,wearable/flexible electronics,0.9935515468,0,0
2019,role_agnostic,81,Au -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9934699208,0,0
2019,role_agnostic,82,graphene/rGO -> strain sensor -> current signal -> wearable/flexible electronics,graphene/rGO,strain sensor,current signal,wearable/flexible electronics,0.9933882948,0,0
2019,role_agnostic,83,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> health monitoring,PEDOT:PSS,strain sensor,resistance/conductivity change,health monitoring,0.9933066688,1,1
2019,role_agnostic,84,liquid metal -> strain sensor -> resistance/conductivity change -> health monitoring,liquid metal,strain sensor,resistance/conductivity change,health monitoring,0.9932250429,1,1
2019,role_agnostic,85,graphene/rGO -> electrode -> resistance/conductivity change -> robotics/tactile,graphene/rGO,electrode,resistance/conductivity change,robotics/tactile,0.9931434169,0,0
2019,role_agnostic,86,CNT -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,CNT,gas/chemical sensor,resistance/conductivity change,health monitoring,0.9930617909,0,0
2019,role_agnostic,87,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,resistive sensor,resistance/conductivity change,wearable/flexible electronics,0.9929801649,1,1
2019,role_agnostic,88,Ag/AgNW -> strain sensor -> voltage output -> motion monitoring,Ag/AgNW,strain sensor,voltage output,motion monitoring,0.9928985389,0,0
2019,role_agnostic,89,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW,temperature sensor,resistance/conductivity change,health monitoring,0.9928169129,0,0
2019,role_agnostic,90,graphene/rGO -> electrode -> capacitance change -> motion monitoring,graphene/rGO,electrode,capacitance change,motion monitoring,0.9927352869,1,0
2019,role_agnostic,91,PPy/PANI -> pressure sensor -> resistance/conductivity change -> health monitoring,PPy/PANI,pressure sensor,resistance/conductivity change,health monitoring,0.9926536609,0,0
2019,role_agnostic,92,Cu/Ni -> electrode -> voltage output -> wearable/flexible electronics,Cu/Ni,electrode,voltage output,wearable/flexible electronics,0.9925720349,0,0
2019,role_agnostic,93,graphene/rGO -> strain sensor -> voltage output -> motion monitoring,graphene/rGO,strain sensor,voltage output,motion monitoring,0.9924904089,0,0
2019,role_agnostic,94,graphene/rGO -> strain sensor -> resistance/conductivity change -> portable electronics,graphene/rGO,strain sensor,resistance/conductivity change,portable electronics,0.992408783,0,0
2019,role_agnostic,95,graphene/rGO -> strain sensor -> capacitance change -> health monitoring,graphene/rGO,strain sensor,capacitance change,health monitoring,0.992327157,0,0
2019,role_agnostic,96,textile/yarn/fabric -> strain sensor -> voltage output -> wearable/flexible electronics,textile/yarn/fabric,strain sensor,voltage output,wearable/flexible electronics,0.992245531,1,1
2019,role_agnostic,97,graphene/rGO -> strain sensor -> resistance/conductivity change -> HMI,graphene/rGO,strain sensor,resistance/conductivity change,HMI,0.992163905,0,0
2019,role_agnostic,98,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,health monitoring,0.992082279,0,0
2019,role_agnostic,99,graphene/rGO -> pressure sensor -> capacitance change -> motion monitoring,graphene/rGO,pressure sensor,capacitance change,motion monitoring,0.992000653,1,1
2019,role_agnostic,100,Cu/Ni -> electrode -> resistance/conductivity change -> motion monitoring,Cu/Ni,electrode,resistance/conductivity change,motion monitoring,0.991919027,0,0
2019,typed_structure,1,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.985370582,1,0
2019,typed_structure,2,graphene/rGO -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO,electrode,resistance/conductivity change,health monitoring,0.9845175904,1,1
2019,typed_structure,3,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9842237368,1,1
2019,typed_structure,4,CNT -> electrode -> resistance/conductivity change -> wearable/flexible electronics,CNT,electrode,resistance/conductivity change,wearable/flexible electronics,0.9835380785,1,1
2019,typed_structure,5,CNT -> electrode -> resistance/conductivity change -> health monitoring,CNT,electrode,resistance/conductivity change,health monitoring,0.9829054771,1,1
2019,typed_structure,6,CNT -> electrode -> resistance/conductivity change -> motion monitoring,CNT,electrode,resistance/conductivity change,motion monitoring,0.9828442576,1,1
2019,typed_structure,7,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,pressure sensor,resistance/conductivity change,motion monitoring,0.9822136968,0,0
2019,typed_structure,8,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9818586238,1,1
2019,typed_structure,9,Ag/AgNW -> electrode -> resistance/conductivity change -> health monitoring,Ag/AgNW,electrode,resistance/conductivity change,health monitoring,0.9816382336,0,0
2019,typed_structure,10,CNT -> pressure sensor -> resistance/conductivity change -> motion monitoring,CNT,pressure sensor,resistance/conductivity change,motion monitoring,0.9815872174,1,1
2019,typed_structure,11,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,gas/chemical sensor,resistance/conductivity change,health monitoring,0.9806036242,1,0
2019,typed_structure,12,textile/yarn/fabric -> electrode -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,health monitoring,0.9804118031,0,0
2019,typed_structure,13,textile/yarn/fabric -> electrode -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,motion monitoring,0.9796894131,0,0
2019,typed_structure,14,Au -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9796567627,1,0
2019,typed_structure,15,graphene/rGO -> strain sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,strain sensor,resistance/conductivity change,environmental monitoring,0.9785588931,0,0
2019,typed_structure,16,graphene/rGO -> electrode -> voltage output -> wearable/flexible electronics,graphene/rGO,electrode,voltage output,wearable/flexible electronics,0.9784854298,1,1
2019,typed_structure,17,Ag/AgNW -> electrode -> capacitance change -> wearable/flexible electronics,Ag/AgNW,electrode,capacitance change,wearable/flexible electronics,0.9784180883,0,0
2019,typed_structure,18,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9782548364,0,0
2019,typed_structure,19,graphene/rGO -> pressure sensor -> capacitance change -> wearable/flexible electronics,graphene/rGO,pressure sensor,capacitance change,wearable/flexible electronics,0.9778365031,1,1
2019,typed_structure,20,graphene/rGO -> electrode -> capacitance change -> health monitoring,graphene/rGO,electrode,capacitance change,health monitoring,0.9772304302,0,0
2019,typed_structure,21,textile/yarn/fabric -> electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,electrode,capacitance change,wearable/flexible electronics,0.9765835442,0,0
2019,typed_structure,22,Cu/Ni -> electrode -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni,electrode,resistance/conductivity change,wearable/flexible electronics,0.9763305036,0,0
2019,typed_structure,23,graphene/rGO -> electrode -> current signal -> wearable/flexible electronics,graphene/rGO,electrode,current signal,wearable/flexible electronics,0.9758999265,1,1
2019,typed_structure,24,Cu/Ni -> strain sensor -> resistance/conductivity change -> motion monitoring,Cu/Ni,strain sensor,resistance/conductivity change,motion monitoring,0.9750612195,1,1
2019,typed_structure,25,Au -> electrode -> resistance/conductivity change -> health monitoring,Au,electrode,resistance/conductivity change,health monitoring,0.9749061301,0,0
2019,typed_structure,26,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,temperature sensor,resistance/conductivity change,wearable/flexible electronics,0.9743204636,1,1
2019,typed_structure,27,graphene/rGO -> pressure sensor -> resistance/conductivity change -> robotics/tactile,graphene/rGO,pressure sensor,resistance/conductivity change,robotics/tactile,0.974038854,0,0
2019,typed_structure,28,Au -> electrode -> capacitance change -> wearable/flexible electronics,Au,electrode,capacitance change,wearable/flexible electronics,0.9739000898,0,0
2019,typed_structure,29,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9738511142,0,0
2019,typed_structure,30,Ag/AgNW -> strain sensor -> resistance/conductivity change -> wireless/IoT,Ag/AgNW,strain sensor,resistance/conductivity change,wireless/IoT,0.9738205045,1,1
2019,typed_structure,31,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> health monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,health monitoring,0.9736266427,0,0
2019,typed_structure,32,graphene/rGO -> pressure sensor -> capacitance change -> health monitoring,graphene/rGO,pressure sensor,capacitance change,health monitoring,0.9735286915,1,1
2019,typed_structure,33,textile/yarn/fabric -> electrode -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,electrode,resistance/conductivity change,wireless/IoT,0.9728307893,0,0
2019,typed_structure,34,Ag/AgNW -> electrode -> resistance/conductivity change -> environmental monitoring,Ag/AgNW,electrode,resistance/conductivity change,environmental monitoring,0.9722879765,0,0
2019,typed_structure,35,CNT -> electrode -> resistance/conductivity change -> wireless/IoT,CNT,electrode,resistance/conductivity change,wireless/IoT,0.9722492041,0,0
2019,typed_structure,36,textile/yarn/fabric -> pressure sensor -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,capacitance change,wearable/flexible electronics,0.9717696515,0,0
2019,typed_structure,37,graphene/rGO -> pressure sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,pressure sensor,resistance/conductivity change,environmental monitoring,0.9713288711,0,0
2019,typed_structure,38,PDMS/Ecoflex -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9711982695,1,1
2019,typed_structure,39,graphene/rGO -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,environmental monitoring,0.9711941882,1,0
2019,typed_structure,40,graphene/rGO -> temperature sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,motion monitoring,0.9710084891,0,0
2019,typed_structure,41,Au -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,temperature sensor,resistance/conductivity change,wearable/flexible electronics,0.9708289119,0,0
2019,typed_structure,42,Ag/AgNW -> electrode -> physiological signal -> wearable/flexible electronics,Ag/AgNW,electrode,physiological signal,wearable/flexible electronics,0.9706370909,1,0
2019,typed_structure,43,CNT -> strain sensor -> resistance/conductivity change -> robotics/tactile,CNT,strain sensor,resistance/conductivity change,robotics/tactile,0.9704269039,0,0
2019,typed_structure,44,Cu/Ni -> electrode -> resistance/conductivity change -> health monitoring,Cu/Ni,electrode,resistance/conductivity change,health monitoring,0.9701942698,0,0
2019,typed_structure,45,Cu/Ni -> electrode -> voltage output -> wearable/flexible electronics,Cu/Ni,electrode,voltage output,wearable/flexible electronics,0.9692392458,0,0
2019,typed_structure,46,graphene/rGO -> strain sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO,strain sensor,resistance/conductivity change,wireless/IoT,0.9689127418,0,0
2019,typed_structure,47,textile/yarn/fabric -> temperature sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,temperature sensor,resistance/conductivity change,health monitoring,0.9688800914,0,0
2019,typed_structure,48,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,motion monitoring,0.9688413191,0,0
